Region,District,Variety,Age (Years),Rainfed/Irrigated,Soil Type,Intercropping,Pest/Disease Pressure,Fertilizer Use (kg/tree/year),Average Yield (Nuts/Tree/Year)
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),3,Rainfed,Reddish Brown Earth,None,Medium,1.0,105
Wet Zone,Galle,Dwarf (CRISL 98),5,Irrigated,Clay Loam,Pineapple,Low,1.0,87
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),4,Irrigated,Reddish Brown Earth,Cassava,Low,1.2,105
Wet Zone,Kalutara,Tall,12,Rainfed,Clay Loam,None,Medium,0.5,40
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),7,Rainfed,Reddish Brown Earth,None,Medium,0.5,76
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),5,Rainfed,Reddish Brown Earth,None,Low,0.4,87
Wet Zone,Kalutara,Tall,13,Rainfed,Sandy Loam,None,Medium,0.4,39
Dry Zone,Anuradhapura,Dwarf (CRIC 60),4,Irrigated,Sandy,Peanut,Low,0.9,68
Intermediate Zone,Puttalam,Dwarf (Gon Thembili),6,Irrigated,Reddish Brown Earth,None,Medium,1.0,68
Intermediate Zone,Kurunegala,Tall,9,Irrigated,Reddish Brown Earth,None,Medium,0.9,60
Wet Zone,Galle,Dwarf (Gon Thembili),3,Rainfed,Sandy Loam,None,Low,1.0,66
Wet Zone,Matara,Tall,12,Rainfed,Sandy Loam,None,High,0.5,69
Wet Zone,Matara,Tall,14,Rainfed,Clay Loam,None,Low,0.9,50
Dry Zone,Puttalam,Tall,13,Irrigated,Loamy Sand,None,Medium,1.1,46
Wet Zone,Matara,Dwarf (Gon Thembili),4,Rainfed,Sandy Loam,None,Low,1.1,72
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),5,Rainfed,Reddish Brown Earth,None,Medium,0.7,64
Intermediate Zone,Kurunegala,Tall,5,Rainfed,Reddish Brown Earth,None,Low,1.1,61
Dry Zone,Polonnaruwa,Dwarf (CRISL 98),6,Rainfed,Sandy,None,Low,0.5,61
Wet Zone,Matara,Dwarf (CRISL 98),7,Irrigated,Sandy Loam,None,High,1.0,89
Dry Zone,Polonnaruwa,Dwarf (CRIC 60),3,Rainfed,Sandy,None,High,0.4,60
Intermediate Zone,Kurunegala,Tall,5,Rainfed,Reddish Brown Earth,None,Low,0.7,70
Dry Zone,Puttalam,Tall,14,Rainfed,Sandy,None,Low,0.6,32
Wet Zone,Kalutara,Dwarf (CRIC 60),5,Rainfed,Sandy Loam,None,High,0.5,77
Dry Zone,Anuradhapura,Tall,12,Irrigated,Sandy,None,Low,1.1,46
Dry Zone,Anuradhapura,Tall,5,Rainfed,Loamy Sand,None,Medium,0.6,32
Wet Zone,Galle,Tall,14,Rainfed,Clay Loam,None,Medium,1.0,41
Wet Zone,Galle,Dwarf (CRIC 60),5,Rainfed,Sandy Loam,None,Low,0.6,61
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),7,Rainfed,Reddish Brown Earth,None,High,1.0,67
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),5,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,0.9,125
Intermediate Zone,Kurunegala,Tall,7,Rainfed,Reddish Brown Earth,None,Medium,0.7,32
Wet Zone,Kalutara,Tall,15,Irrigated,Sandy Loam,Banana,Medium,0.8,49
Intermediate Zone,Puttalam,Dwarf (CRIC 60),3,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,1.0,78
Dry Zone,Polonnaruwa,Tall,10,Irrigated,Sandy,Cowpea,Low,1.1,71
Dry Zone,Anuradhapura,Dwarf (Gon Thembili),6,Irrigated,Sandy,Peanut,Low,1.1,96
Wet Zone,Galle,Tall,8,Rainfed,Sandy Loam,None,Low,1.1,60
Dry Zone,Anuradhapura,Tall,5,Irrigated,Sandy,None,Low,0.8,66
Intermediate Zone,Puttalam,Tall,10,Rainfed,Reddish Brown Earth,None,Medium,0.9,46
Wet Zone,Matara,Dwarf (CRISL 98),3,Rainfed,Clay Loam,None,Medium,0.6,88
Intermediate Zone,Kurunegala,Tall,15,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,1.0,81
Intermediate Zone,Kurunegala,Tall,12,Rainfed,Reddish Brown Earth,None,Medium,1.0,36
Wet Zone,Matara,Tall,6,Irrigated,Clay Loam,None,Low,0.9,67
Dry Zone,Polonnaruwa,Tall,8,Irrigated,Sandy,Cowpea,Low,0.9,56
Intermediate Zone,Kurunegala,Tall,9,Irrigated,Reddish Brown Earth,Sweet Potato,Low,1.1,82
Wet Zone,Galle,Tall,11,Rainfed,Sandy Loam,None,Medium,0.5,42
Intermediate Zone,Kurunegala,Tall,13,Rainfed,Reddish Brown Earth,None,Medium,0.7,33
Dry Zone,Puttalam,Tall,7,Rainfed,Sandy,None,Low,0.9,48
Dry Zone,Anuradhapura,Tall,8,Rainfed,Loamy Sand,None,Low,0.9,40
Dry Zone,Polonnaruwa,Dwarf (Gon Thembili),3,Irrigated,Loamy Sand,Peanut,Low,1.0,95
Intermediate Zone,Puttalam,Tall,5,Irrigated,Reddish Brown Earth,Cassava,Medium,1.2,38
Dry Zone,Polonnaruwa,Tall,12,Rainfed,Sandy,None,Medium,0.8,41
Wet Zone,Matara,Tall,12,Rainfed,Sandy Loam,None,High,0.6,40
Wet Zone,Kalutara,Dwarf (Gon Thembili),5,Rainfed,Sandy Loam,None,High,0.5,74
Dry Zone,Puttalam,Dwarf (CRISL 98),7,Rainfed,Sandy,None,Medium,0.4,66
Wet Zone,Matara,Tall,5,Irrigated,Clay Loam,None,High,0.9,88
Dry Zone,Polonnaruwa,Tall,13,Rainfed,Sandy,None,Medium,0.4,54
Wet Zone,Kalutara,Tall,13,Irrigated,Clay Loam,None,Low,0.8,42
Dry Zone,Anuradhapura,Tall,13,Irrigated,Sandy,Peanut,Low,0.8,42
Wet Zone,Galle,Tall,5,Rainfed,Sandy Loam,None,Medium,0.7,70
Dry Zone,Puttalam,Tall,11,Rainfed,Sandy,None,Low,0.6,63
Dry Zone,Polonnaruwa,Tall,6,Irrigated,Sandy,None,High,1.0,54
Wet Zone,Galle,Dwarf (CRIC 60),5,Rainfed,Clay Loam,None,Medium,0.7,73
Intermediate Zone,Kurunegala,Tall,9,Rainfed,Reddish Brown Earth,None,High,0.6,35
Dry Zone,Anuradhapura,Dwarf (Gon Thembili),5,Rainfed,Sandy,None,Medium,1.2,72
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),3,Rainfed,Reddish Brown Earth,None,Medium,1.0,70
Dry Zone,Puttalam,Tall,5,Rainfed,Loamy Sand,None,Low,0.4,47
Wet Zone,Galle,Dwarf (Gon Thembili),5,Rainfed,Sandy Loam,None,Medium,0.4,68
Intermediate Zone,Puttalam,Tall,7,Rainfed,Reddish Brown Earth,None,Medium,0.5,74
Dry Zone,Polonnaruwa,Dwarf (CRIC 60),4,Irrigated,Loamy Sand,Cowpea,Medium,1.1,103
Intermediate Zone,Puttalam,Dwarf (CRIC 60),3,Rainfed,Reddish Brown Earth,None,Low,0.7,78
Intermediate Zone,Kurunegala,Tall,8,Irrigated,Reddish Brown Earth,None,Low,0.9,59
Wet Zone,Matara,Dwarf (CRIC 60),3,Irrigated,Sandy Loam,Banana,Low,1.0,86
Dry Zone,Anuradhapura,Tall,13,Rainfed,Sandy,None,Medium,0.6,27
Intermediate Zone,Puttalam,Dwarf (CRIC 60),5,Rainfed,Reddish Brown Earth,None,Medium,0.4,89
Intermediate Zone,Puttalam,Tall,15,Rainfed,Reddish Brown Earth,None,Medium,0.5,50
Dry Zone,Anuradhapura,Tall,10,Rainfed,Loamy Sand,None,High,0.4,64
Dry Zone,Puttalam,Tall,11,Rainfed,Sandy,None,Medium,0.9,58
Dry Zone,Puttalam,Dwarf (Gon Thembili),7,Irrigated,Loamy Sand,Cowpea,Low,1.1,82
Dry Zone,Anuradhapura,Tall,7,Irrigated,Loamy Sand,Peanut,High,1.1,54
Intermediate Zone,Puttalam,Dwarf (CRIC 60),7,Rainfed,Reddish Brown Earth,None,Low,0.7,90
Wet Zone,Galle,Tall,6,Rainfed,Clay Loam,None,Medium,1.0,34
Dry Zone,Puttalam,Dwarf (CRIC 60),6,Irrigated,Sandy,Peanut,Low,1.2,80
Dry Zone,Puttalam,Tall,13,Irrigated,Sandy,Peanut,Low,1.0,70
Wet Zone,Kalutara,Tall,7,Irrigated,Sandy Loam,Pineapple,Medium,1.0,52
Intermediate Zone,Puttalam,Dwarf (Gon Thembili),7,Rainfed,Reddish Brown Earth,None,Low,0.7,87
Wet Zone,Galle,Dwarf (Gon Thembili),4,Irrigated,Sandy Loam,Pineapple,Low,1.0,61
Dry Zone,Anuradhapura,Dwarf (Gon Thembili),7,Irrigated,Sandy,Peanut,Low,1.2,89
Wet Zone,Kalutara,Tall,12,Irrigated,Sandy Loam,None,Low,1.1,62
Dry Zone,Puttalam,Dwarf (CRIC 60),7,Rainfed,Sandy,None,Medium,1.0,56
Wet Zone,Matara,Dwarf (CRIC 60),4,Rainfed,Sandy Loam,None,Low,0.5,68
Intermediate Zone,Puttalam,Tall,9,Rainfed,Reddish Brown Earth,None,Medium,0.9,56
Wet Zone,Galle,Dwarf (CRIC 60),6,Rainfed,Sandy Loam,None,High,0.7,91
Wet Zone,Kalutara,Tall,11,Irrigated,Sandy Loam,Pineapple,Medium,1.1,53
Intermediate Zone,Kurunegala,Tall,5,Rainfed,Reddish Brown Earth,None,Medium,0.7,68
Intermediate Zone,Puttalam,Tall,9,Irrigated,Reddish Brown Earth,None,Medium,1.0,47
Dry Zone,Polonnaruwa,Tall,6,Rainfed,Loamy Sand,None,Medium,0.9,42
Wet Zone,Galle,Tall,15,Rainfed,Clay Loam,None,Medium,0.6,42
Intermediate Zone,Puttalam,Tall,10,Rainfed,Reddish Brown Earth,None,Low,0.7,68
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),5,Irrigated,Reddish Brown Earth,None,Low,1.1,111
Intermediate Zone,Puttalam,Tall,10,Rainfed,Reddish Brown Earth,None,Low,0.4,38
Dry Zone,Puttalam,Dwarf (CRIC 60),5,Rainfed,Sandy,None,Medium,0.7,84
Intermediate Zone,Kurunegala,Tall,10,Rainfed,Reddish Brown Earth,None,Medium,0.3,69
Dry Zone,Anuradhapura,Tall,10,Irrigated,Loamy Sand,Cowpea,Low,1.1,66
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),4,Irrigated,Reddish Brown Earth,Sweet Potato,Low,1.0,108
Dry Zone,Anuradhapura,Tall,8,Rainfed,Sandy,None,Low,1.0,41
Dry Zone,Puttalam,Tall,13,Irrigated,Sandy,Peanut,Low,0.9,76
Wet Zone,Galle,Tall,9,Rainfed,Clay Loam,None,Medium,0.5,77
Wet Zone,Galle,Tall,5,Irrigated,Sandy Loam,Banana,Low,0.8,77
Wet Zone,Galle,Tall,6,Rainfed,Sandy Loam,None,Low,1.0,66
Intermediate Zone,Puttalam,Tall,9,Rainfed,Reddish Brown Earth,None,Medium,0.8,35
Intermediate Zone,Kurunegala,Tall,6,Rainfed,Reddish Brown Earth,None,Medium,0.9,69
Dry Zone,Anuradhapura,Dwarf (CRIC 60),3,Irrigated,Loamy Sand,Peanut,Low,0.9,72
Intermediate Zone,Kurunegala,Tall,7,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,1.0,82
Wet Zone,Kalutara,Tall,9,Rainfed,Clay Loam,None,High,0.4,72
Intermediate Zone,Kurunegala,Tall,8,Rainfed,Reddish Brown Earth,None,Medium,0.4,55
Dry Zone,Polonnaruwa,Dwarf (CRIC 60),3,Rainfed,Sandy,None,Medium,0.3,76
Wet Zone,Galle,Tall,6,Irrigated,Sandy Loam,Pineapple,Low,1.0,40
Intermediate Zone,Kurunegala,Tall,10,Rainfed,Reddish Brown Earth,None,Low,0.9,71
Wet Zone,Matara,Dwarf (CRIC 60),7,Irrigated,Sandy Loam,None,Low,1.1,73
Dry Zone,Anuradhapura,Dwarf (CRIC 60),6,Irrigated,Loamy Sand,None,Medium,0.9,104
Dry Zone,Puttalam,Tall,10,Rainfed,Sandy,None,Low,0.7,38
Wet Zone,Galle,Tall,15,Rainfed,Clay Loam,None,Medium,1.0,50
Intermediate Zone,Puttalam,Dwarf (CRISL 98),6,Rainfed,Reddish Brown Earth,None,Low,1.2,100
Wet Zone,Galle,Tall,11,Irrigated,Sandy Loam,Banana,Medium,0.8,64
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),3,Rainfed,Reddish Brown Earth,None,Low,0.4,90
Intermediate Zone,Puttalam,Dwarf (CRISL 98),7,Rainfed,Reddish Brown Earth,None,Low,0.9,100
Wet Zone,Galle,Tall,9,Rainfed,Sandy Loam,None,Medium,0.8,50
Intermediate Zone,Puttalam,Dwarf (CRIC 60),3,Rainfed,Reddish Brown Earth,None,Medium,0.6,86
Wet Zone,Matara,Tall,11,Irrigated,Sandy Loam,Banana,Low,1.2,36
Wet Zone,Matara,Tall,10,Rainfed,Clay Loam,None,High,1.1,50
Intermediate Zone,Kurunegala,Tall,12,Irrigated,Reddish Brown Earth,Cassava,Low,0.9,39
Wet Zone,Kalutara,Dwarf (CRIC 60),6,Rainfed,Clay Loam,None,High,0.9,99
Dry Zone,Polonnaruwa,Tall,15,Rainfed,Sandy,None,Medium,0.3,62
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),4,Rainfed,Reddish Brown Earth,None,Medium,0.6,101
Dry Zone,Puttalam,Tall,12,Rainfed,Loamy Sand,None,Low,0.9,47
Wet Zone,Galle,Dwarf (Gon Thembili),6,Irrigated,Clay Loam,Pineapple,High,0.9,110
Dry Zone,Polonnaruwa,Dwarf (CRIC 60),7,Irrigated,Loamy Sand,Peanut,Low,0.9,103
Dry Zone,Polonnaruwa,Dwarf (CRISL 98),5,Rainfed,Sandy,None,Low,1.1,82
Intermediate Zone,Puttalam,Tall,5,Irrigated,Reddish Brown Earth,Cassava,Low,0.9,87
Intermediate Zone,Kurunegala,Tall,13,Rainfed,Reddish Brown Earth,None,Medium,0.4,59
Intermediate Zone,Kurunegala,Tall,9,Rainfed,Reddish Brown Earth,None,Medium,0.4,61
Wet Zone,Galle,Tall,14,Rainfed,Sandy Loam,None,Medium,1.1,40
Wet Zone,Kalutara,Dwarf (CRISL 98),4,Irrigated,Sandy Loam,None,Medium,1.0,108
Wet Zone,Galle,Tall,13,Rainfed,Clay Loam,None,Medium,0.7,61
Intermediate Zone,Puttalam,Tall,11,Irrigated,Reddish Brown Earth,Cassava,High,0.9,54
Dry Zone,Puttalam,Tall,6,Irrigated,Loamy Sand,Peanut,Medium,1.0,44
Dry Zone,Polonnaruwa,Tall,15,Irrigated,Loamy Sand,Peanut,Low,1.0,70
Dry Zone,Anuradhapura,Dwarf (CRIC 60),4,Irrigated,Sandy,None,Medium,1.1,90
Intermediate Zone,Kurunegala,Tall,7,Irrigated,Reddish Brown Earth,None,Medium,1.1,38
Dry Zone,Anuradhapura,Tall,7,Rainfed,Sandy,None,High,0.5,41
Intermediate Zone,Kurunegala,Tall,9,Irrigated,Reddish Brown Earth,None,Low,0.8,81
Dry Zone,Polonnaruwa,Dwarf (Gon Thembili),5,Rainfed,Loamy Sand,None,Low,1.1,81
Wet Zone,Kalutara,Tall,6,Rainfed,Sandy Loam,None,Low,0.5,48
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),5,Rainfed,Reddish Brown Earth,None,Low,0.5,63
Wet Zone,Matara,Tall,11,Rainfed,Clay Loam,None,High,0.7,59
Wet Zone,Kalutara,Tall,13,Rainfed,Sandy Loam,None,High,0.3,63
Dry Zone,Anuradhapura,Dwarf (CRISL 98),6,Irrigated,Sandy,Cowpea,Medium,1.0,92
Wet Zone,Kalutara,Tall,9,Rainfed,Clay Loam,None,Medium,1.0,69
Dry Zone,Puttalam,Dwarf (Gon Thembili),6,Rainfed,Sandy,None,Low,0.7,54
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),3,Rainfed,Reddish Brown Earth,None,Medium,0.9,78
Intermediate Zone,Puttalam,Tall,10,Rainfed,Reddish Brown Earth,None,High,0.5,50
Wet Zone,Kalutara,Tall,10,Rainfed,Sandy Loam,None,Medium,0.7,65
Wet Zone,Galle,Tall,12,Irrigated,Sandy Loam,None,Medium,0.9,47
Wet Zone,Galle,Tall,10,Rainfed,Sandy Loam,None,Medium,1.1,63
Intermediate Zone,Puttalam,Tall,6,Irrigated,Reddish Brown Earth,Sweet Potato,Low,1.0,54
Dry Zone,Polonnaruwa,Dwarf (Gon Thembili),7,Rainfed,Sandy,None,Low,1.2,58
Dry Zone,Polonnaruwa,Tall,7,Irrigated,Sandy,Peanut,Low,0.9,73
Intermediate Zone,Puttalam,Dwarf (CRIC 60),7,Rainfed,Reddish Brown Earth,None,Medium,1.0,70
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),7,Rainfed,Reddish Brown Earth,None,Medium,0.4,85
Intermediate Zone,Kurunegala,Tall,14,Rainfed,Reddish Brown Earth,None,Medium,0.5,65
Intermediate Zone,Kurunegala,Tall,10,Rainfed,Reddish Brown Earth,None,Medium,1.0,47
Wet Zone,Kalutara,Dwarf (CRISL 98),3,Rainfed,Clay Loam,None,Medium,0.8,74
Wet Zone,Kalutara,Tall,5,Rainfed,Clay Loam,None,High,1.0,47
Dry Zone,Polonnaruwa,Dwarf (CRIC 60),6,Rainfed,Sandy,None,Low,0.8,71
Wet Zone,Galle,Tall,5,Rainfed,Sandy Loam,None,Medium,1.0,66
Wet Zone,Galle,Tall,11,Irrigated,Clay Loam,Pineapple,Low,1.1,71
Dry Zone,Puttalam,Dwarf (CRISL 98),4,Rainfed,Loamy Sand,None,Low,0.7,86
Dry Zone,Polonnaruwa,Dwarf (Gon Thembili),5,Rainfed,Sandy,None,Low,1.1,68
Wet Zone,Galle,Tall,9,Rainfed,Clay Loam,None,Medium,1.1,69
Dry Zone,Puttalam,Dwarf (CRIC 60),3,Rainfed,Sandy,None,Low,0.4,60
Intermediate Zone,Puttalam,Tall,7,Rainfed,Reddish Brown Earth,None,Medium,1.1,69
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),5,Rainfed,Reddish Brown Earth,None,Low,0.6,90
Dry Zone,Puttalam,Tall,15,Rainfed,Sandy,None,Medium,0.9,43
Intermediate Zone,Puttalam,Tall,8,Irrigated,Reddish Brown Earth,Cassava,Low,1.1,86
Wet Zone,Matara,Dwarf (CRIC 60),5,Irrigated,Sandy Loam,Banana,Low,0.8,108
Wet Zone,Kalutara,Tall,6,Irrigated,Sandy Loam,Pineapple,High,1.0,44
Intermediate Zone,Puttalam,Dwarf (CRIC 60),7,Irrigated,Reddish Brown Earth,Cassava,Low,0.8,125
Intermediate Zone,Puttalam,Dwarf (Gon Thembili),7,Irrigated,Reddish Brown Earth,Cassava,Low,1.1,91
Intermediate Zone,Kurunegala,Tall,5,Rainfed,Reddish Brown Earth,None,Low,1.1,41
Intermediate Zone,Puttalam,Tall,6,Irrigated,Reddish Brown Earth,Cassava,Low,1.0,82
Wet Zone,Matara,Tall,13,Rainfed,Clay Loam,None,Medium,1.0,70
Intermediate Zone,Kurunegala,Tall,8,Rainfed,Reddish Brown Earth,None,Medium,0.7,45
Intermediate Zone,Puttalam,Dwarf (CRIC 60),7,Irrigated,Reddish Brown Earth,Cassava,Low,0.9,101
Dry Zone,Anuradhapura,Tall,7,Irrigated,Loamy Sand,Peanut,Low,1.1,48
Wet Zone,Kalutara,Dwarf (CRIC 60),3,Rainfed,Sandy Loam,None,Low,0.9,68
Dry Zone,Puttalam,Dwarf (CRISL 98),6,Irrigated,Sandy,Peanut,High,1.1,76
Intermediate Zone,Kurunegala,Tall,13,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,0.9,59
Dry Zone,Polonnaruwa,Tall,9,Rainfed,Loamy Sand,None,Low,0.9,43
Intermediate Zone,Kurunegala,Tall,15,Rainfed,Reddish Brown Earth,None,Medium,1.1,57
Intermediate Zone,Puttalam,Dwarf (CRISL 98),5,Rainfed,Reddish Brown Earth,None,Medium,0.8,83
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),4,Rainfed,Reddish Brown Earth,None,Low,1.0,99
Dry Zone,Polonnaruwa,Tall,12,Rainfed,Sandy,None,Low,1.2,62
Dry Zone,Anuradhapura,Dwarf (Gon Thembili),5,Irrigated,Loamy Sand,Peanut,Low,0.9,64
Intermediate Zone,Puttalam,Dwarf (CRIC 60),7,Irrigated,Reddish Brown Earth,Cassava,Medium,0.8,115
Intermediate Zone,Puttalam,Tall,8,Rainfed,Reddish Brown Earth,None,Low,0.7,42
Dry Zone,Polonnaruwa,Tall,13,Rainfed,Loamy Sand,None,High,1.0,55
Dry Zone,Anuradhapura,Dwarf (CRISL 98),5,Irrigated,Sandy,None,Low,0.8,92
Dry Zone,Polonnaruwa,Tall,15,Irrigated,Sandy,Cowpea,Low,0.9,51
Dry Zone,Puttalam,Tall,6,Rainfed,Sandy,None,High,1.1,59
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),4,Irrigated,Reddish Brown Earth,Cassava,Medium,0.8,84
Wet Zone,Matara,Tall,11,Rainfed,Sandy Loam,None,Medium,0.5,55
Intermediate Zone,Puttalam,Dwarf (CRIC 60),7,Irrigated,Reddish Brown Earth,Cassava,Medium,0.9,106
Wet Zone,Kalutara,Dwarf (Gon Thembili),7,Irrigated,Sandy Loam,Banana,High,1.2,82
Wet Zone,Matara,Tall,10,Rainfed,Clay Loam,None,Medium,0.5,44
Intermediate Zone,Kurunegala,Tall,7,Irrigated,Reddish Brown Earth,None,Low,1.1,63
Wet Zone,Matara,Tall,15,Rainfed,Sandy Loam,None,High,0.8,43
Intermediate Zone,Kurunegala,Tall,12,Irrigated,Reddish Brown Earth,None,Low,1.0,43
Dry Zone,Anuradhapura,Tall,6,Irrigated,Sandy,Cowpea,Medium,0.8,45
Dry Zone,Puttalam,Tall,13,Rainfed,Sandy,None,Medium,0.6,53
Intermediate Zone,Puttalam,Dwarf (Gon Thembili),5,Rainfed,Reddish Brown Earth,None,Medium,0.9,84
Intermediate Zone,Kurunegala,Tall,15,Rainfed,Reddish Brown Earth,None,Low,0.8,71
Dry Zone,Polonnaruwa,Tall,8,Rainfed,Sandy,None,Low,1.0,47
Wet Zone,Matara,Tall,5,Irrigated,Sandy Loam,None,Medium,1.1,44
Intermediate Zone,Puttalam,Tall,15,Rainfed,Reddish Brown Earth,None,Medium,1.0,56
Dry Zone,Anuradhapura,Tall,8,Rainfed,Sandy,None,Low,1.1,55
Dry Zone,Polonnaruwa,Tall,9,Rainfed,Sandy,None,Medium,0.9,40
Dry Zone,Anuradhapura,Dwarf (CRISL 98),3,Rainfed,Sandy,None,Low,1.1,70
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),7,Rainfed,Reddish Brown Earth,None,Medium,1.1,89
Wet Zone,Kalutara,Tall,12,Irrigated,Clay Loam,Banana,Medium,1.0,67
Dry Zone,Anuradhapura,Dwarf (CRISL 98),4,Rainfed,Sandy,None,Medium,1.1,76
Intermediate Zone,Puttalam,Tall,13,Rainfed,Reddish Brown Earth,None,High,0.5,61
Wet Zone,Kalutara,Tall,12,Rainfed,Clay Loam,None,Low,1.0,65
Dry Zone,Polonnaruwa,Tall,9,Rainfed,Loamy Sand,None,Low,0.9,38
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),4,Rainfed,Reddish Brown Earth,None,High,0.4,76
Intermediate Zone,Puttalam,Tall,14,Rainfed,Reddish Brown Earth,None,Medium,1.1,41
Wet Zone,Galle,Tall,14,Rainfed,Sandy Loam,None,Medium,0.8,31
Wet Zone,Galle,Tall,15,Rainfed,Clay Loam,None,Low,0.8,68
Wet Zone,Galle,Tall,7,Irrigated,Clay Loam,Banana,Low,1.0,86
Wet Zone,Galle,Tall,6,Rainfed,Sandy Loam,None,High,1.1,62
Dry Zone,Polonnaruwa,Tall,7,Rainfed,Sandy,None,Medium,0.5,56
Intermediate Zone,Puttalam,Tall,14,Rainfed,Reddish Brown Earth,None,Low,0.6,38
Intermediate Zone,Puttalam,Tall,6,Rainfed,Reddish Brown Earth,None,Medium,0.8,35
Dry Zone,Puttalam,Dwarf (Gon Thembili),6,Rainfed,Sandy,None,Low,1.0,65
Wet Zone,Galle,Tall,9,Rainfed,Sandy Loam,None,Medium,0.4,41
Intermediate Zone,Puttalam,Dwarf (CRIC 60),6,Rainfed,Reddish Brown Earth,None,Medium,0.8,83
Dry Zone,Puttalam,Tall,11,Rainfed,Loamy Sand,None,Medium,0.6,43
Wet Zone,Matara,Dwarf (CRIC 60),6,Rainfed,Sandy Loam,None,Medium,0.8,97
Intermediate Zone,Puttalam,Tall,15,Rainfed,Reddish Brown Earth,None,Medium,0.9,57
Intermediate Zone,Puttalam,Tall,9,Irrigated,Reddish Brown Earth,None,Low,1.0,79
Wet Zone,Kalutara,Tall,8,Irrigated,Clay Loam,Pineapple,Medium,1.2,79
Wet Zone,Matara,Dwarf (Gon Thembili),4,Irrigated,Clay Loam,None,Medium,0.9,81
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),4,Rainfed,Reddish Brown Earth,None,Medium,0.9,94
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),4,Rainfed,Reddish Brown Earth,None,Low,1.2,96
Intermediate Zone,Puttalam,Tall,10,Rainfed,Reddish Brown Earth,None,Low,0.5,35
Wet Zone,Galle,Dwarf (CRIC 60),7,Irrigated,Clay Loam,Pineapple,Medium,0.9,114
Wet Zone,Galle,Dwarf (CRISL 98),7,Rainfed,Clay Loam,None,Medium,1.2,95
Wet Zone,Galle,Tall,7,Rainfed,Sandy Loam,None,Medium,0.8,65
Dry Zone,Polonnaruwa,Dwarf (CRIC 60),7,Irrigated,Sandy,Peanut,Low,0.8,85
Dry Zone,Puttalam,Tall,11,Irrigated,Sandy,Peanut,Medium,1.0,33
Intermediate Zone,Puttalam,Dwarf (CRIC 60),4,Rainfed,Reddish Brown Earth,None,High,0.5,92
Wet Zone,Galle,Tall,9,Irrigated,Sandy Loam,Pineapple,High,1.2,65
Dry Zone,Anuradhapura,Tall,13,Rainfed,Sandy,None,High,1.0,50
Intermediate Zone,Puttalam,Dwarf (Gon Thembili),7,Rainfed,Reddish Brown Earth,None,Low,0.7,82
Dry Zone,Puttalam,Dwarf (CRIC 60),7,Rainfed,Loamy Sand,None,Medium,1.1,59
Dry Zone,Puttalam,Dwarf (CRISL 98),6,Irrigated,Loamy Sand,Peanut,Medium,1.1,96
Intermediate Zone,Puttalam,Tall,12,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,1.2,57
Intermediate Zone,Kurunegala,Tall,14,Rainfed,Reddish Brown Earth,None,Low,1.0,63
Intermediate Zone,Kurunegala,Tall,15,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,0.9,57
Wet Zone,Matara,Tall,7,Rainfed,Sandy Loam,None,Low,0.5,57
Wet Zone,Kalutara,Tall,6,Irrigated,Clay Loam,None,Low,1.2,67
Intermediate Zone,Kurunegala,Tall,11,Rainfed,Reddish Brown Earth,None,Low,1.1,65
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),4,Rainfed,Reddish Brown Earth,None,High,0.4,103
Intermediate Zone,Kurunegala,Tall,15,Rainfed,Reddish Brown Earth,None,Medium,0.5,56
Wet Zone,Galle,Dwarf (CRISL 98),6,Irrigated,Sandy Loam,None,High,1.0,110
Wet Zone,Galle,Tall,9,Rainfed,Sandy Loam,None,Low,0.8,37
Dry Zone,Anuradhapura,Dwarf (CRISL 98),3,Rainfed,Sandy,None,Low,0.3,80
Dry Zone,Anuradhapura,Tall,6,Irrigated,Sandy,Cowpea,Low,1.0,50
Wet Zone,Galle,Tall,6,Rainfed,Sandy Loam,None,Medium,0.4,65
